mews_name,mews_clean,lon,lat,type,loctype,address,north,south,east,west
rutland-street,"Rutland Street, London",-0.1679343,51.4986658,route,geometric_center,"rutland st, knightsbridge, london, uk",51.5000183302915,51.4973203697085,-0.166390169708498,-0.169088130291502
rutland-mews-west,"Rutland Mews West, London",-0.1683405,51.4987044,route,geometric_center,"rutland mews s, knightsbridge, london sw7, uk",51.5000582302915,51.4973602697085,-0.166974019708498,-0.169671980291502
rutland-mews-south,"Rutland Mews South, London",-0.1683405,51.4987044,route,geometric_center,"rutland mews s, knightsbridge, london sw7, uk",51.5000582302915,51.4973602697085,-0.166974019708498,-0.169671980291502
rutland-mews,"Rutland Mews, London",-0.1683405,51.4987044,route,geometric_center,"rutland mews s, knightsbridge, london sw7, uk",51.5000582302915,51.4973602697085,-0.166974019708498,-0.169671980291502
rutland-gardens-mews,"Rutland Gardens Mews, London",-0.1664338,51.5009457,route,geometric_center,"rutland gardens mews, knightsbridge, london sw7 1bt, uk",51.5022983802915,51.4996004197085,-0.165241019708498,-0.167938980291502
ruston-mews,"Ruston Mews, London",-0.2123746,51.5166233,route,geometric_center,"ruston mews, notting hill, london w10, uk",51.5179720802915,51.5152741197085,-0.210935619708498,-0.213633580291502
russell-gardens-mews,"Russell Gardens Mews, London",-0.2125783,51.500373,route,geometric_center,"russell gardens mews, kensington, london w14, uk",51.5017111802915,51.4990132197085,-0.211203869708498,-0.213901830291502
russell-court,"Russell Court, London",-0.1261188,51.5236467,premise,rooftop,"russell court, woburn pl, bloomsbury, london wc1h 0nl, uk",51.5248947802915,51.5221968197085,-0.124595519708498,-0.127293480291502
royal-parade-mews,"Royal Parade Mews, London",0.0076466,51.4672979,route,geometric_center,"royal parade mews, blackheath, london se3, uk",51.4686344802915,51.4659365197085,0.00899998029150203,0.00630201970849797
roland-way,"Roland Way, London",-0.1809713,51.489751,route,geometric_center,"roland way, south kensington, london, uk",51.4910901802915,51.4883922197085,-0.179634769708498,-0.182332730291502
rodmarton-street,"Rodmarton Street, London",-0.1574383,51.5185949,route,geometric_center,"rodmarton st, marylebone, london w1h, uk",51.5199062802915,51.5172083197085,-0.156046619708498,-0.158744580291502
rochester-place,"Rochester Place, London",-0.139453,51.5443709,route,geometric_center,"rochester pl, london nw1, uk",51.5456839802915,51.5429860197085,-0.1368774,-0.1411209
roberts-mews,"Roberts Mews, London",-0.1538129,51.497417,route,geometric_center,"roberts mews, belgravia, london sw1x, uk",51.4986974302915,51.4959994697085,-0.152561919708498,-0.155259880291502
rheidol-mews,"Rheidol Mews, London",-0.097796,51.534826,route,geometric_center,"rheidol mews, islington, london n1, uk",51.5362566302915,51.5335586697085,-0.096440769708498,-0.099138730291502
rex-place,"Rex Place, London",-0.1528943,51.5087345,route,geometric_center,"rex pl, mayfair, london w1k, uk",51.5100977302915,51.5073997697085,-0.151533419708498,-0.154231380291502
reston-place,"Reston Place, London",,,,,,,,,
relton-mews,"Relton Mews, London",-0.1664979,51.4991581,route,geometric_center,"relton mews, knightsbridge, london sw7, uk",51.5004305802915,51.4977326197085,-0.165218219708498,-0.167916180291502
reeves-mews,"Reeves Mews, London",-0.1526571,51.5099874,route,geometric_center,"reeves mews, mayfair, london w1k, uk",51.5112472302915,51.5085492697085,-0.151677369708498,-0.154375330291502
reece-mews,"Reece Mews, London",-0.1771644,51.4934771,route,geometric_center,"reece mews, south kensington, london sw7, uk",51.4949133802915,51.4922154197085,-0.175845769708498,-0.178543730291502
redfield-mews,"Redfield Mews, London",-0.19369,51.4941983,route,geometric_center,"redfield mews, earl's court, london sw5 0rh, uk",51.4955545302915,51.4928565697085,-0.192344819708498,-0.195042780291502
red-lion-yard,"Red Lion Yard, London",-0.1494669,51.5074287,route,geometric_center,"red lion yard, mayfair, london w1k, uk",51.5087467802915,51.5060488197085,-0.148303619708498,-0.151001580291502
rainsford-street,"Rainsford Street, London",-0.1693009,51.5176718,route,geometric_center,"rainsford st, paddington, london w2, uk",51.5188935802915,51.5161956197085,-0.168179669708498,-0.170877630291502
railway-mews,"Railway Mews, London",0.4143296,51.5748604,establishment,geometric_center,"railway approach, laindon, basildon ss15 6jt, uk",51.5762093802915,51.5735114197085,0.415678580291502,0.412980619708498
radnor-mews,"Radnor Mews, London",-0.1715145,51.5150849,route,geometric_center,"radnor mews, tyburnia, london w2, uk",51.5163134302915,51.5136154697085,-0.170394619708498,-0.173092580291502
radley-mews,"Radley Mews, London",-0.1932543,51.4964733,route,geometric_center,"radley mews, kensington, london w8, uk",51.4977614302915,51.4950634697085,-0.192089219708498,-0.194787180291502
rabbit-row,"Rabbit Row, London",-0.1946044,51.508627,route,geometric_center,"rabbit row, kensington, london, uk",51.5100156302915,51.5073176697085,-0.193232869708498,-0.195930830291502
queensdale-walk,"Queensdale Walk, London",-0.2117365,51.5069536,route,geometric_center,"queensdale walk, notting hill, london w11, uk",51.5081998802915,51.5055019197085,-0.210286469708498,-0.212984430291502
queensborough-studios,"Queensborough Studios, London",-0.1852564,51.5122958,route,geometric_center,"queensborough studios, bayswater, london w2, uk",51.5136442302915,51.5109462697085,-0.183903519708498,-0.186601480291502
queensborough-mews,"Queensborough Mews, London",-0.1853965,51.5126809,route,geometric_center,"queensborough mews, bayswater, london w2, uk",51.5138494302915,51.5111514697085,-0.183991119708498,-0.186689080291502
queensberry-mews-west,"Queensberry Mews West, London",-0.1780876,51.4945615,route,geometric_center,"queensberry mews w, south kensington, london sw7, uk",51.4958767802915,51.4931788197085,-0.176792919708498,-0.179490880291502
queens-grove-studios,"Queens Grove Studios, London",-0.1753781,51.5372412,premise,rooftop,"queens grove studios, queen's grove, london nw8 6ep, uk",51.5385761302915,51.5358781697085,-0.174060169708498,-0.176758130291502
queens-mews,"Queens Mews, London",-0.189013,51.513402,route,geometric_center,"queen's mews, bayswater, london w2, uk",51.5147279802915,51.5120300197085,-0.187745069708498,-0.190443030291502
queens-gate-place-mews,"Queens Gate Place Mews, London",-0.1801877,51.4959877,route,geometric_center,"queen's gate place mews, south kensington, london sw7, uk",51.4974542302915,51.4947562697085,-0.178941169708498,-0.181639130291502
queens-gate-mews,"Queens Gate Mews, London",-0.1821252,51.4990919,route,geometric_center,"queen's gate mews, south kensington, london, uk",51.5011055302915,51.4984075697085,-0.1805832,-0.1837122
quebec-mews,"Quebec Mews, London",-0.1587416,51.5152113,route,geometric_center,"quebec mews, marylebone, london w1h, uk",51.5165780802915,51.5138801197085,-0.157223819708498,-0.159921780291502
priory-mews-lambeth,"Priory Mews Lambeth, London",-0.1290911,51.4736865,route,geometric_center,"priory grove, london sw8, uk",51.4749518,51.4722417,-0.127433969708498,-0.130131930291502
princess-mews,"Princess Mews, London",-0.1718673,51.5494983,route,geometric_center,"princess mews, belsize park, london nw3, uk",51.5508948802915,51.5481969197085,-0.170451719708498,-0.173149680291502
princes-place,"Princes Place, London",-0.2113078,51.5080535,route,geometric_center,"princes pl, notting hill, london w11, uk",51.5090637302915,51.5063657697085,-0.209651069708498,-0.212349030291502
princes-mews,"Princes Mews, London",-0.1927358,51.5125253,route,geometric_center,"prince's mews, bayswater, london w2, uk",51.5138995802915,51.5112016197085,-0.191075069708498,-0.193773030291502
princes-gate-mews,"Princes Gate Mews, London",-0.1725219,51.4981852,route,geometric_center,"princes gate mews, knightsbridge, london sw7, uk",51.4996413802915,51.4969434197085,-0.1712021,-0.1741454
prices-mews,"Prices Mews, London",-0.1156057,51.537223,route,geometric_center,"prices mews, islington, london n1 0sg, uk",51.5385819802915,51.5358840197085,-0.114217419708498,-0.116915380291502
pratt-mews,"Pratt Mews, London",-0.1403593,51.5371888,route,geometric_center,"pratt mews, london nw1, uk",51.5385164802915,51.5358185197085,-0.138971019708498,-0.141668980291502
praed-mews,"Praed Mews, London",,,,,,,,,
powis-mews,"Powis Mews, London",,,,,,,,,
pottery-lane,"Pottery Lane, London",-0.2099069,51.508857,route,geometric_center,"pottery ln, notting hill, london w11, uk",51.5102561302915,51.5075581697085,-0.2085597,-0.2113836
portsea-mews,"Portsea Mews, London",-0.1643507,51.5151907,route,geometric_center,"portsea mews, st george's fields, london w2, uk",51.5164572302915,51.5137592697085,-0.163153119708498,-0.165851080291502
portobello-mews,"Portobello Mews, London",-0.1983499,51.5112557,route,geometric_center,"portobello mews, notting hill, london w11, uk",51.5126268302915,51.5099288697085,-0.197092419708498,-0.199790380291502
portland-mews,"Portland Mews, London",-0.1359311,51.5142225,street_address,rooftop,"11 portland mews, west end, london w1f 8jl, uk",51.5155714802915,51.5128735197085,-0.134582119708498,-0.137280080291502
poplar-mews,"Poplar Mews, London",-0.2261215,51.5061696,route,geometric_center,"poplar mews, shepherd's bush, london w12 7js, uk",51.5071874302915,51.5044894697085,-0.224819219708498,-0.227517180291502
pont-street-mews,"Pont Street Mews, London",-0.1626618,51.4973132,route,geometric_center,"pont street mews, knightsbridge, london sw3, uk",51.4989166302915,51.4962186697085,-0.161256869708498,-0.163954830291502
pindock-mews,"Pindock Mews, London",-0.186532,51.5247033,route,geometric_center,"pindock mews, london w9, uk",51.5259834802915,51.5232855197085,-0.185153869708498,-0.187851830291502
phillimore-walk,"Phillimore Walk, London",-0.1957522,51.5006398,route,geometric_center,"phillimore walk, kensington, london w8, uk",51.5019035802915,51.4992056197085,-0.1934734,-0.1989799
petersham-place,"Petersham Place, London",-0.1820206,51.4981858,route,geometric_center,"petersham pl, south kensington, london, uk",51.4995442802915,51.4968463197085,-0.180701119708498,-0.183399080291502
petersham-mews,"Petersham Mews, London",-0.1822741,51.4973268,route,geometric_center,"petersham mews, south kensington, london, uk",51.4987633302915,51.4960653697085,-0.181041569708498,-0.183739530291502
petersham-lane,"Petersham Lane, London",-0.1832317,51.4981013,route,geometric_center,"petersham ln, south kensington, london w8, uk",51.4994919302915,51.4967939697085,-0.181873369708498,-0.184571330291502
pennant-mews,"Pennant Mews, London",-0.1909234,51.4954092,route,geometric_center,"pennant mews, kensington, london sw5, uk",51.4966571302915,51.4939591697085,-0.189622219708498,-0.192320180291502
pembroke-mews-kensington,"Pembroke Mews Kensington, London",-0.1982303,51.4974077,route,geometric_center,"pembroke mews, kensington, london w8, uk",51.4986567802915,51.4959588197085,-0.196879419708498,-0.199577380291502
pembridge-mews,"Pembridge Mews, London",-0.1981009,51.5124108,route,geometric_center,"pembridge mews, notting hill, london w11, uk",51.5138891802915,51.5111912197085,-0.196929469708498,-0.199627430291502
pavilion-road,"Pavilion Road, London",-0.1596712,51.4967755,route,geometric_center,"pavilion rd, london, uk",51.5007732,51.4928927,-0.1581237,-0.1611091
park-square-mews,"Park Square Mews, London",-0.1492928,51.5241992,route,geometric_center,"park square mews, marylebone, london nw1, uk",51.5254617302915,51.5227637697085,-0.147616919708498,-0.150314880291502
park-crescent-mews-west,"Park Crescent Mews West, London",-0.1480565,51.5227166,route,geometric_center,"park crescent mews w, marylebone, london w1g, uk",51.5240661302915,51.5213681697085,-0.146828769708498,-0.149526730291502
park-crescent-mews-east,"Park Crescent Mews East, London",-0.1447774,51.5229874,route,geometric_center,"park crescent mews e, london w1b, uk",51.5243170802915,51.5216191197085,-0.143378869708498,-0.146076830291502
park-avenue-mews,"Park Avenue Mews, London",-0.1514118,51.4169228,route,geometric_center,"park ave mews, london cr4 2aj, uk",51.4182458802915,51.4155479197085,-0.150109669708498,-0.152807630291502
parade-mews,"Parade Mews, London",-0.1068059,51.4395479,route,geometric_center,"parade mews, streatham hill, london sw2, uk",51.4409129802915,51.4382150197085,-0.105449219708498,-0.108147180291502
palace-gardens-mews,"Palace Gardens Mews, London",-0.1928728,51.5082123,route,geometric_center,"palace garden mews, kensington, london w8, uk",51.5097118302915,51.5070138697085,-0.191166119708498,-0.193864080291502
ovington-mews,"Ovington Mews, London",-0.1658378,51.4977421,route,geometric_center,"ovington mews, chelsea, london, uk",51.4990354802915,51.4963375197085,-0.164520119708498,-0.167218080291502
osten-mews,"Osten Mews, London",-0.187419,51.4962366,route,geometric_center,"osten mews, kensington, london, uk",51.4976483302915,51.4949503697085,-0.186067519708498,-0.188765480291502
ossington-close,"Ossington Close, London",-0.19308,51.5115032,route,geometric_center,"ossington cl, bayswater, london w2, uk",51.5128310802915,51.5101331197085,-0.191620269708498,-0.194318230291502
ossian-mews,"Ossian Mews, London",-0.1131811,51.5738681,premise,geometric_center,"ossian mews, ossian rd, stroud green, london n4 4dt, uk",51.5752663302915,51.5725683697085,-0.111763619708498,-0.114461580291502
orme-court-mews,"Orme Court Mews, London",-0.1886772,51.5108552,route,geometric_center,"orme court mews, bayswater, london w2, uk",51.5122322802915,51.5095343197085,-0.187314719708498,-0.190012680291502
onslow-mews-west,"Onslow Mews West, London",-0.1769025,51.4917009,route,geometric_center,"onslow mews w, south kensington, london sw7, uk",51.4930654302915,51.4903674697085,-0.175869819708498,-0.178567780291502
oldbury-place,"Oldbury Place, London",-0.152217,51.5217428,route,geometric_center,"oldbury pl, marylebone, london, uk",51.5233214302915,51.5206234697085,-0.150917069708498,-0.153615030291502
old-barrack-yard,"Old Barrack Yard, London",-0.1552033,51.5020235,route,geometric_center,"old barrack yard, belgravia, london sw1x, uk",51.5034531302915,51.5007551697085,-0.153840169708498,-0.156538130291502
northwick-close,"Northwick Close, London",-0.1756293,51.5257903,route,geometric_center,"northwick cl, london, uk",51.5271492802915,51.5244513197085,-0.174617819708498,-0.177315780291502
norland-place,"Norland Place, London",-0.2116062,51.5059146,establishment,rooftop,"holland park bmw, 162-166 holland park ave, notting hill, london w11 4uh, uk",51.5072635802915,51.5045656197085,-0.210257219708498,-0.212955180291502
norfolk-square-mews,"Norfolk Square Mews, London",-0.1731084,51.5155255,route,geometric_center,"norfolk square mews, paddington, london w2, uk",51.5166805302915,51.5139825697085,-0.172098119708498,-0.174796080291502
newman-passage,"Newman Passage, London",-0.1350971,51.517803,route,geometric_center,"newman passage, fitzrovia, london w1t, uk",51.5191537302915,51.5164557697085,-0.134013619708498,-0.136711580291502
napier-place,"Napier Place, London",-0.2066126,51.497994,route,geometric_center,"napier pl, kensington, london w14, uk",51.4990938302915,51.4963958697085,-0.205159619708498,-0.207857580291502
murray-mews,"Murray Mews, London",-0.131145,51.5442145,route,geometric_center,"murray mews, london nw1, uk",51.5456524802915,51.5429545197085,-0.129646519708498,-0.132344480291502
mount-row,"Mount Row, London",-0.1486295,51.5107146,route,geometric_center,"mount row, mayfair, london w1k, uk",51.5120742802915,51.5093763197085,-0.147188369708498,-0.149886330291502
morton-mews,"Morton Mews, London",-0.190692,51.4934285,route,geometric_center,"morton mews, earl's court, london sw5, uk",51.4946051802915,51.4919072197085,-0.189143619708498,-0.191841580291502
moreton-terrace-mews-south,"Moreton Terrace Mews South, London",-0.137717,51.4885517,route,geometric_center,"moreton terrace mews s, pimlico, london sw1v 2nu, uk",51.4899371802915,51.4872392197085,-0.136385819708498,-0.139083780291502
moray-mews,"Moray Mews, London",-0.1132126,51.5651786,route,geometric_center,"moray mews, finsbury park, london n4, uk",51.5665449802915,51.5638470197085,-0.111842919708498,-0.114540880291502
montrose-place,"Montrose Place, London",-0.1516882,51.5001366,route,geometric_center,"montrose pl, belgravia, london sw1x, uk",51.5015998802915,51.4989019197085,-0.150522119708498,-0.153220080291502
montpelier-walk,"Montpelier Walk, London",-0.1675081,51.4994235,route,geometric_center,"montpelier walk, knightsbridge, london, uk",51.5008190302915,51.4981210697085,-0.166001919708498,-0.168699880291502
montagu-mews-west,"Montagu Mews West, London",-0.1596179,51.5170705,route,geometric_center,"montagu mews w, marylebone, london w1h, uk",51.5185686802915,51.5158707197085,-0.158360669708498,-0.161058630291502
montagu-mews-south,"Montagu Mews South, London",-0.1593835,51.5165654,route,geometric_center,"montagu mews s, marylebone, london w1h, uk",51.5177678802915,51.5150699197085,-0.158194619708498,-0.160892580291502
montagu-mews-north,"Montagu Mews North, London",-0.1593883,51.5193828,route,geometric_center,"montagu mews n, marylebone, london w1h, uk",51.5207455802915,51.5180476197085,-0.158074419708498,-0.160772380291502
minera-mews,"Minera Mews, London",-0.1533862,51.4934664,route,geometric_center,"minera mews, belgravia, london sw1w, uk",51.4948646302915,51.4921666697085,-0.152162019708498,-0.154859980291502
millman-mews,"Millman Mews, London",-0.1184031,51.5233227,route,geometric_center,"millman mews, holborn, london wc1n, uk",51.5246342802915,51.5219363197085,-0.116842119708498,-0.119540080291502
middle-lane-mews,"Middle Lane Mews, London",-0.1232476,51.5808867,route,geometric_center,"middle lane mews, crouch end, london n8, uk",51.5821945802915,51.5794966197085,-0.122127119708498,-0.124825080291502
mcleods-mews,"Mcleods Mews, London",-0.1864454,51.4955833,route,geometric_center,"mcleod's mews, kensington, london, uk",51.4971155302915,51.4944175697085,-0.185052169708498,-0.187750130291502
mccrone-mews,"Mccrone Mews, London",-0.1726576,51.5486268,route,geometric_center,"mccrone mews, belsize park, london nw3 5bg, uk",51.5499640802915,51.5472661197085,-0.171349619708498,-0.174047580291502
marylebone-mews,"Marylebone Mews, London",-0.1491214,51.5186257,route,geometric_center,"marylebone mews, marylebone, london, uk",51.5198759802915,51.5171780197085,-0.147725669708498,-0.150423630291502
market-mews,"Market Mews, London",-0.1478928,51.5063266,route,geometric_center,"market mews, mayfair, london, uk",51.5074752302915,51.5047772697085,-0.147292319708498,-0.149990280291502
manson-mews,"Manson Mews, London",-0.1789916,51.4927414,route,geometric_center,"manson mews, south kensington, london sw7, uk",51.4942123802915,51.4915144197085,-0.177623419708498,-0.180321380291502
mansfield-mews,"Mansfield Mews, London",-0.1462821,51.518831,route,geometric_center,"mansfield mews, marylebone, london w1g, uk",51.5203102802915,51.5176123197085,-0.145014919708498,-0.147712880291502
manor-mews,"Manor Mews, London",-0.1921614,51.5363779,route,geometric_center,"manor mews, north maida vale, london nw6, uk",51.5377011802915,51.5350032197085,-0.190870819708498,-0.193568780291502
malvern-mews,"Malvern Mews, London",-0.1976841,51.5291105,route,geometric_center,"malvern mews, london w9, uk",51.5304830802915,51.5277851197085,-0.196183519708498,-0.198881480291502
lynn-mews,"Lynn Mews, London",0.0076087,51.5606158,route,geometric_center,"lynn mews, leytonstone, london e11, uk",51.5619964802915,51.5592985197085,0.00896823029150203,0.00627026970849797
lyall-mews-west,"Lyall Mews West, London",-0.1549608,51.4962693,route,geometric_center,"lyall mews w, belgravia, london sw1x, uk",51.4974384302915,51.4947404697085,-0.153881319708498,-0.156579280291502
lyall-mews,"Lyall Mews, London",-0.1546894,51.4967492,route,geometric_center,"lyall mews, belgravia, london sw1x, uk",51.4980244802915,51.4953265197085,-0.153218819708498,-0.155916780291502
lucerne-mews,"Lucerne Mews, London",-0.1942853,51.5082068,route,geometric_center,"lucerne mews, kensington, london w8, uk",51.5095438802915,51.5068459197085,-0.192930619708498,-0.195628580291502
lowndes-close,"Lowndes Close, London",-0.1533447,51.4973617,route,geometric_center,"lowndes cl, belgravia, london sw1x, uk",51.4986006302915,51.4959026697085,-0.151986619708498,-0.154684580291502
lonsdale-road,"Lonsdale Road, London",-0.2017247,51.5148236,route,geometric_center,"lonsdale rd, notting hill, london w11, uk",51.5160193302915,51.5133213697085,-0.1992729,-0.2042386
london-mews,"London Mews, London",-0.1735698,51.5163634,route,geometric_center,"london mews, paddington, london w2, uk",51.5174187302915,51.5147207697085,-0.172769219708498,-0.175467180291502
logan-mews,"Logan Mews, London",-0.1978645,51.4944793,route,geometric_center,"logan mews, kensington, london, uk",51.4958860302915,51.4931880697085,-0.196605269708498,-0.199303230291502
linden-mews-kensington,"Linden Mews Kensington, London",-0.1953276,51.5099166,route,geometric_center,"linden mews, bayswater, london, uk",51.5112667302915,51.5085687697085,-0.194069219708498,-0.196767180291502
linden-mews-islington,"Linden Mews Islington, London",-0.1953276,51.5099166,route,geometric_center,"linden mews, bayswater, london, uk",51.5112667302915,51.5085687697085,-0.194069219708498,-0.196767180291502
lexham-mews,"Lexham Mews, London",-0.1948605,51.4961009,route,geometric_center,"lexham mews, kensington, london w8, uk",51.4972257302915,51.4945277697085,-0.193420119708498,-0.196118080291502
leinster-mews,"Leinster Mews, London",-0.1827066,51.5116123,route,geometric_center,"leinster mews, bayswater, london w2, uk",51.5130947302915,51.5103967697085,-0.180789269708498,-0.183487230291502
lees-place,"Lees Place, London",-0.1541739,51.5122934,route,geometric_center,"lees pl, mayfair, london w1k, uk",51.5134633302915,51.5107653697085,-0.152758369708498,-0.155456330291502
ledbury-mews-west,"Ledbury Mews West, London",-0.1994081,51.5137875,route,geometric_center,"ledbury mews w, notting hill, london w11, uk",51.5151914802915,51.5124935197085,-0.198138869708498,-0.200836830291502
ledbury-mews-north,"Ledbury Mews North, London",-0.1983185,51.514221,route,geometric_center,"ledbury mews n, notting hill, london w11, uk",51.5155732302915,51.5128752697085,-0.197113019708498,-0.199810980291502
laverton-mews,"Laverton Mews, London",-0.1893785,51.4922135,route,geometric_center,"laverton mews, earl's court, london sw5, uk",51.4935602802915,51.4908623197085,-0.187993119708498,-0.190691080291502
lancaster-stables,"Lancaster Stables, London",-0.1645541,51.5465158,route,geometric_center,"lancaster stables, belsize park, london nw3, uk",51.5477876302915,51.5450896697085,-0.163275469708498,-0.165973430291502
lancaster-mews,"Lancaster Mews, London",-0.1795753,51.512583,route,geometric_center,"lancaster mews, bayswater, london w2, uk",51.5138381302915,51.5111401697085,-0.177851919708498,-0.180549880291502
lambton-place,"Lambton Place, London",-0.1999867,51.5141235,route,geometric_center,"lambton pl, notting hill, london w11, uk",51.5154878802915,51.5127899197085,-0.198699019708498,-0.201396980291502
ladbroke-walk,"Ladbroke Walk, London",-0.2022227,51.5087496,route,geometric_center,"ladbroke walk, notting hill, london w11, uk",51.5100231302915,51.5073251697085,-0.200915369708498,-0.203613330291502
kynance-mews,"Kynance Mews, London",-0.1849884,51.4973848,route,geometric_center,"kynance mews, kensington, london sw7, uk",51.4988006302915,51.4961026697085,-0.1837003,-0.1871961
kinnerton-street,"Kinnerton Street, London",-0.1567018,51.500722,route,geometric_center,"kinnerton st, belgravia, london sw1x, uk",51.5021268802915,51.4994289197085,-0.155532869708498,-0.158230830291502
kinnerton-place-south,"Kinnerton Place South, London",-0.1567018,51.500722,route,geometric_center,"kinnerton st, belgravia, london sw1x, uk",51.5021268802915,51.4994289197085,-0.155532869708498,-0.158230830291502
kingsley-mews,"Kingsley Mews, London",-0.1882387,51.4975258,route,geometric_center,"kingsley mews, kensington, london, uk",51.4988790302915,51.4961810697085,-0.186465719708498,-0.189163680291502
kings-terrace,"Kings Terrace, London",-0.1392098,51.5360571,route,geometric_center,"king's terrace, london nw1, uk",51.5374678302915,51.5347698697085,-0.137873719708498,-0.140571680291502
kings-mews,"Kings Mews, London",-0.1141954,51.5217668,route,geometric_center,"king's mews, holborn, london, uk",51.5231082802915,51.5204103197085,-0.112815419708498,-0.115513380291502
kersley-mews,"Kersley Mews, London",-0.1645526,51.4732099,route,geometric_center,"kersley mews, battersea, london sw11, uk",51.4746141302915,51.4719161697085,-0.162953619708498,-0.165651580291502
kensington-park-mews,"Kensington Park Mews, London",-0.2060561,51.5152567,route,geometric_center,"kensington park mews, notting hill, london w11, uk",51.5165868302915,51.5138888697085,-0.204735619708498,-0.207433580291502
kensington-court-mews,"Kensington Court Mews, London",-0.1878251,51.5012484,route,geometric_center,"kensington ct, kensington, london w8, uk",51.5026573302915,51.4999593697085,-0.186333319708498,-0.189031280291502
kenrick-place,"Kenrick Place, London",-0.1559241,51.5200795,route,geometric_center,"kenrick pl, marylebone, london w1u, uk",51.5213355302915,51.5186375697085,-0.154537469708498,-0.157235430291502
kendrick-mews,"Kendrick Mews, London",-0.1767651,51.4934827,route,geometric_center,"kendrick mews, south kensington, london sw7, uk",51.4947907802915,51.4920928197085,-0.175408669708498,-0.178106630291502
junction-mews,"Junction Mews, London",-0.1683314,51.51826,route,geometric_center,"junction mews, paddington, london w2, uk",51.5193565802915,51.5166586197085,-0.167469369708498,-0.170167330291502
johns-mews,"Johns Mews, London",-0.1161941,51.522119,route,geometric_center,"john's mews, holborn, london wc1n, uk",51.5234451802915,51.5207472197085,-0.114838019708498,-0.117535980291502
jeffreys-place,"Jeffreys Place, London",-0.1401747,51.5428818,route,geometric_center,"jeffrey's pl, london nw1, uk",51.5442034802915,51.5415055197085,-0.139090819708498,-0.141788780291502
jay-mews,"Jay Mews, London",-0.1792319,51.5007132,route,geometric_center,"jay mews, kensington, london sw7, uk",51.5020536802915,51.4993557197085,-0.177870569708498,-0.180568530291502
jacobs-well-mews,"Jacobs Well Mews, London",-0.1521562,51.5176326,route,geometric_center,"jacob's well mews, marylebone, london w1u, uk",51.5189482802915,51.5162503197085,-0.150663519708498,-0.153361480291502
inverness-mews,"Inverness Mews, London",-0.1871762,51.5125597,route,geometric_center,"inverness mews, bayswater, london w2, uk",51.5138157802915,51.5111178197085,-0.185830619708498,-0.188528580291502
hyde-park-gardens-mews,"Hyde Park Gardens Mews, London",-0.1710072,51.5131966,route,geometric_center,"hyde park gardens mews, tyburnia, london w2, uk",51.5145903802915,51.5118924197085,-0.1689049,-0.1723993
huntsworth-mews,"Huntsworth Mews, London",-0.1613286,51.5242567,route,geometric_center,"huntsworth mews, marylebone, london nw1, uk",51.5256916302915,51.5229936697085,-0.159793219708498,-0.162491180291502
hugh-mews,"Hugh Mews, London",-0.1446256,51.4926708,route,geometric_center,"hugh mews, pimlico, london, uk",51.4939313802915,51.4912334197085,-0.143451719708498,-0.146149680291502
horbury-mews,"Horbury Mews, London",-0.200612,51.5101775,route,geometric_center,"horbury mews, notting hill, london w11, uk",51.5112890302915,51.5085910697085,-0.199083569708498,-0.201781530291502
holly-mews,"Holly Mews, London",-0.1799537,51.4881323,route,geometric_center,"holly mews, south kensington, london sw10, uk",51.4894901302915,51.4867921697085,-0.178682569708498,-0.181380530291502
holland-park-mews,"Holland Park Mews, London",-0.2063867,51.5058083,route,geometric_center,"holland park mews, kensington, london w11, uk",51.5071416802915,51.5044437197085,-0.2039933,-0.2085898
holbein-mews,"Holbein Mews, London",-0.1563871,51.4905762,route,geometric_center,"holbein mews, london, uk",51.4918641802915,51.4891662197085,-0.154913219708498,-0.157611180291502
hesper-mews,"Hesper Mews, London",-0.1904144,51.4915032,route,geometric_center,"hesper mews, earl's court, london sw5, uk",51.4928000302915,51.4901020697085,-0.188562919708498,-0.191260880291502
heron-mews,"Heron Mews, London",0.070295,51.5607842,route,geometric_center,"heron mews, ilford ig1, uk",51.5621810802915,51.5594831197085,0.071736930291502,0.069038969708498
hermit-place,"Hermit Place, London",-0.1910895,51.5386871,route,geometric_center,"hermit pl, north maida vale, london nw6, uk",51.5399414802915,51.5372435197085,-0.189988369708498,-0.192686330291502
henniker-mews,"Henniker Mews, London",-0.1788513,51.4864997,route,geometric_center,"henniker mews, chelsea, london sw10, uk",51.4876858302915,51.4849878697085,-0.177545469708498,-0.180243430291502
headfort-place,"Headfort Place, London",-0.1512147,51.5008378,route,geometric_center,"headfort pl, belgravia, london sw1x, uk",51.5021141302915,51.4994161697085,-0.149652119708498,-0.152350080291502
hazlitt-mews,"Hazlitt Mews, London",-0.2126916,51.4978926,route,geometric_center,"hazlitt mews, hammersmith, london w14 0jz, uk",51.4992067802915,51.4965088197085,-0.211149669708498,-0.213847630291502
hays-mews,"Hays Mews, London",-0.1476385,51.5083878,route,geometric_center,"hay's mews, mayfair, london, uk",51.5096931802915,51.5069952197085,-0.1460792,-0.1494756
hatherley-mews,"Hatherley Mews, London",-0.02074,51.5863724,route,geometric_center,"hatherley mews, walthamstow, london e17, uk",51.5878070802915,51.5851091197085,-0.019097819708498,-0.021795780291502
harriet-walk,"Harriet Walk, London",-0.1592735,51.4998913,route,geometric_center,"harriet walk, belgravia, london, uk",51.5014668802915,51.4987689197085,-0.157550869708498,-0.160248830291502
